2000
S,1868
SL,1752
SLR,60
SLRR,58
SLRRL,10
SLRRLL,9
SLRRLLR,9
SLRRLLRS,8
SLRRLLRSL,8
SLRRLLRSLL,6
SLRRLLRSLLR,5
SLRRLLRSLLRL,5
SLRRLLRSLLRLR,3
SLRRLLRSLLRLRL,3
SLRRLLRSLLRLRLR,3
SLRRLLRSLLRLL,2
SLRRLLRSLLRLLR,2
SLRRLLRSLLRLLRR,2
SLRRLLRSLS,1
SLRRLLRSLSS,1
SLRRLLRSLSSR,1
SLRRLLRSLSSRS,1
SLRRLLRSLSSRSR,1
SLRRLLRSLSSRSRS,1
SLL,1641
SLLS,79
SLLSS,13
SLLSSL,7
SLLSSLR,7
SLLSSLRL,7
SLLSSLRLR,7
SLLSSLRLRL,4
SLLSSLRLRLR,4
SLLSSLRLRLRS,4
SLLSSLRLRLRSL,4
SLLSSLRLRLRSLS,4
SLLSSLRLRLRSLSS,4
SLLSSLRLRS,3
SLLSSLRLRSR,3
SLLSSLRLRSRR,1
SLLSSLRLRSRRL,1
SLLSSLRLRSRRLR,1
SLLSSLRLRSRRLRL,1
SLLR,1562
SLLRR,1445
SLLRRS,1372
SLLRRSL,1290
SLLRRSLS,66
SLLRRSLSR,66
SLLRRSLSRR,60
SLLRRSLSRRL,56
SLLRRSLSRRLS,9
SLLRRSLSRRLSR,7
SLLRRSLSRRLSRS,7
SLLRRSLSRRLSRSS,7
R,63
RL,4
RLL,4
RLLS,3
RLLSS,3
RLLSSR,3
RLLSSRL,3
RLLSSRLL,1
RLLSSRLLS,1
RLLSSRLLSS,1
RLLSSRLLSSL,1
RLLSSRLLSSLR,1
RLLSSRLLSSLRR,1
RLLSSRLLSSLRRS,1
RLLSSRLLSSLRRSS,1
SLLRRSLSRL,3
SLLRRSLSRLR,3
SLLRRSLSRLRR,2
SLLRRSLSRLRRL,2
SLLRRSLSRLRRLS,2
SLLRRSLSRLRRLSR,2
SLLRRSLSRRLL,47
SLLRRSLSRRLLS,44
SLLRRSLSRRLLSR,43
SLLRRSLSRRLLSRR,42
SLS,51
SLSS,9
SLSSS,9
SLSSSS,9
SLSSSSL,9
SLSSSSLS,3
SLSSSSLSR,3
SLSSSSLSRL,3
SLSSSSLSRLR,3
SLSSSSLSRLRR,3
SLSSSSLSRLRRL,3
SLSSSSLSRLRRLR,3
SLSSSSLSRLRRLRL,3
SLLRS,55
SLLRSS,7
SLLRSSS,7
SLLRSSSL,7
SLLRSSSLS,7
SLLRSSSLSR,6
SLLRSSSLSRR,6
SLLRSSSLSRRL,6
SLLRSSSLSRRLR,3
SLLRSSSLSRRLRS,3
SLLRSSSLSRRLRSL,3
SR,68
SRL,57
SRLL,54
SRLLS,52
SRLLSL,48
SRLLSLR,45
SRLLSLRR,42
SRLLSLRRL,37
SRLLSLRRLS,35
SRLLSLRRLSR,33
SRLLSLRRLSRL,32
SRLLSLRRLSRLL,31
SRLLSLRRLSRLLS,30
SRLLSLRRLSRLLSR,14
SLLRRSLR,50
SLLRRSLRR,8
SLLRRSLRRS,8
SLLRRSLRRSL,8
SLLRRSLRRSLS,7
SLLRRSLRRSLSR,4
SLLRRSLRRSLSRS,4
SLLRRSLRRSLSRSR,3
L,68
LS,5
LSL,5
LSLR,5
LSLRS,4
LSLRSL,4
LSLRSLR,4
LSLRSLRL,4
LSLRSLRLS,4
LSLRSLRLSR,3
LSLRSLRLSRS,3
LSLRSLRLSRSL,3
LSLRSLRLSRSLR,3
LSLRSLRLSRSLRL,3
LSLRSLRLSRSLRLL,3
SLLRRSLL,1174
SLLRRSLLR,360
SLLRRSLLRL,22
SLLRRSLLRLS,21
SLLRRSLLRLSL,4
SLLRRSLLRLSLL,4
SLSSSSLL,6
SLSSSSLLR,5
SLSSSSLLRL,5
SLSSSSLLRLL,5
SLSSSSLLRLLR,5
SLSSSSLLRLLRS,4
SLSSSSLLRLLRSR,4
SLSSSSLLRLLRSRS,4
SLLRRL,73
SLLRRLS,63
SLLRRLSL,59
SLLRRLSLR,53
SLLRRLSLRL,49
SLLRRLSLRLS,49
SLLRRLSLRLSR,44
SLLRRLSLRLSRR,40
SLLRRLSLRLSRRL,38
SLLRRLSLRLSRRLL,34
SLLRRSLSRRLSS,2
SLLRRSLSRRLSSR,2
SLLRRSLSRRLSSRR,2
SS,48
SSS,31
SSSS,28
SSSSR,26
SSSSRL,24
SSSSRLS,2
SSSSRLSL,2
SSSSRLSLS,2
SSSSRLSLSL,1
SSSSRLSLSLS,1
SSSSRLSLSLSS,1
SSSSRLSLSLSSR,1
SSSSRLSLSLSSRS,1
SSSSRLSLSLSSRSS,1
SSSSRLR,21
SSSSRLRR,19
SSSSRLRRL,19
SSSSRLRRLS,15
SSSSRLRRLSL,12
SSSSRLRRLSLR,12
SSSSRLRRLSLRL,11
SSSSRLRRLSLRLS,11
