L,5.980892778459944
LR,3.110053633080741
LRS,0.9836065573770492
LRSS,0.9836065573770492
LRSSS,0.0
LRSSSS,0.0
LRSSSSS,0.0
LRSSSSSR,0.0
LRSSSSSRL,0.0
LRSSSSSRLR,0.0
LRSSSSSRLRR,0.0
LRSSSSSRLRRL,0.0
R,6.074799395234177
RR,5.513724635959338
RRS,5.119811987028527
RRSR,3.0000071045309094
RRSRS,3.000005033307181
RRSRSR,2.000005015869738
RRSRSRS,2.0000006783071553
RRSRSRSS,1.0000001928839972
RRSRSRSSR,1.0000000817907442
RRSRSRSSRL,1.0000000817907442
RRSRSRSSRLR,5.765096042349202e-09
RRSRSRSSRLRS,0.0
LRSSL,0.0
LRSSLR,0.0
LRSSLRS,0.0
LRSSLRSS,0.0
LRSSLRSSL,0.0
LRSSLRSSLS,0.0
LRSSLRSSLSR,0.0
LRSSLRSSLSRL,0.0
LL,5.531937052979166
LLR,3.0517715615173837
LLRL,2.064174507454395
LLRLR,2.080358604311339
LLRLRR,2.0972854199549666
LLRLRRS,2.114148572398732
LLRLRRSL,0.0010445833319086724
LLRLRRSLR,0.0010445833319086724
LLRLRRSLRR,8.669192291354275e-06
LLRLRRSLRRL,0.0
LLRLRRSLRRLR,0.0
RRSRSS,2.0
RRSRSSL,0.0
RRSRSSLS,0.0
RRSRSSLSL,0.0
RRSRSSLSLL,0.0
RRSRSSLSLLR,0.0
RRSRSSLSLLRR,0.0
S,6.486174284874954
SR,5.938277970153429
SRR,5.939282460325578
SRRS,5.940188524539608
SRRSL,4.0
SRRSLS,2.062020520692497
SRRSLSR,2.078342429826562
SRRSLSRS,0.0
SRRSLSRSR,0.0
SRRSLSRSRL,0.0
SRRSLSRSRLR,0.0
SRRSLSRSRLRS,0.0
SRS,3.4802588319527086
SRSL,1.0581824664086592
SRSLL,1.059766273053452
SRSLLS,1.0615905234417218
SRSLLSS,1.0215440087851628
SRSLLSSR,1.0028132309535425
SRSLLSSRR,1.000186548857364
SRSLLSSRRS,1.0139900072206003
SRSLLSSRRSL,0.015614376369267978
SRSLLSSRRSLL,0.016393442622950838
SRRSLSRR,2.086624984375119
SRRSLSRRS,2.089812103967667
SRRSLSRRSS,2.1001799254240945
SRRSLSRRSSS,1.1150941474081555
SRRSLSRRSSSL,0.0
SRRSS,4.941003526605788
SRRSSR,3.9418120200209215
SRRSSRS,3.942742922136329
SRRSSRSS,1.5947736159663275
SRRSSRSSR,1.5989896604990204
SRRSSRSSRS,0.0
SRRSSRSSRSL,0.0
SRRSSRSSRSLL,0.0
SL,5.5924229719071965
SLR,2.041254287505951
SLRL,2.04350991848745
SLRLL,2.0469346975507228
SLRLLR,2.0475057256252547
SLRLLRS,2.016462092193203
SLRLLRSR,2.001951118517951
SLRLLRSRR,2.0001530449874343
SLRLLRSRRL,2.000012404204085
SLRLLRSRRLL,0.0
SLRLLRSRRLLR,0.0
SRL,4.509664379204311
SRLL,3.0375006236626736
SRLLS,1.0000135728456307
SRLLSS,1.00001212733195
SRLLSSR,1.0000004275928207
SRLLSSRL,1.000000011262285
SRLLSSRLR,0.0
SRLLSSRLRR,0.0
SRLLSSRLRRS,0.0
SRLLSSRLRRSS,0.0
SRRSLR,2.0
SRRSLRR,2.0
SRRSLRRS,2.0
SRRSLRRSS,2.0
SRRSLRRSSS,0.0
SRRSLRRSSSR,0.0
SRRSLRRSSSRS,0.0
SRRSLSRRSSSS,0.0
SRRSLSRRL,0.016393442622950838
SRRSLSRRLR,0.0
SRRSLSRRLRR,0.0
SRRSLSRRLRRL,0.0
SLL,5.598549451300526
SLLS,5.603530811773901
SLLSR,3.0234707720344636
SLLSRR,2.034377161953019
SLLSRRS,2.0408488385592563
SLLSRRSL,1.0003358850787432
SLLSRRSLL,1.0003284529494478
SLLSRRSLLR,1.0156157650791675
SLLSRRSLLRL,0.01561576507916759
SLLSRRSLLRLL,0.032258064516129004
SRRL,5.654477353234103
SRRLL,1.0062311307143534
SRRLLR,1.0107709539667038
SRRLLRL,1.0147724377748202
SRRLLRLL,1.0160879257306579
SRRLLRLLS,1.027944248141936
SRRLLRLLSS,1.0446412563502023
SRRLLRLLSSR,0.06103282184059551
SRRLLRLLSSRR,0.07692307692307687
RRSRSSR,2.0
RRSRSSRS,0.0
RRSRSSRSS,0.0
RRSRSSRSSS,0.0
RRSRSSRSSSL,0.0
RRSRSSRSSSLL,0.0
SS,3.4199072160045354
SSS,3.0
SSSR,0.9994711792702274
SSSRS,0.0
SSSRSS,0.0
SSSRSSL,0.0
SSSRSSLR,0.0
SSSRSSLRS,0.0
SSSRSSLRSR,0.0
SSSRSSLRSRR,0.0
SSSRSSLRSRRL,0.0
LLS,5.536688561573733
LLSL,4.5408242396008
LLSLR,4.5464554028454565
LLSLRR,3.5510145268054694
LLSLRRS,3.0896474934778997
LLSLRRSS,1.085848883512744
LLSLRRSSL,0.03198119218732388
LLSLRRSSLL,0.0
LLSLRRSSLLR,0.0
LLSLRRSSLLRS,0.0
SRSLLSSL,1.0
SRSLLSSLS,1.0
SRSLLSSLSR,1.0
SRSLLSSLSRS,0.0
SRSLLSSLSRSR,0.0
SRRSSS,2.5277000745890614
SRRSSSR,2.0666845745822586
SRRSSSRS,0.0
SRRSSSRSS,0.0
SRRSSSRSSS,0.0
SRRSSSRSSSL,0.0
SRRSSSRSSSLS,0.0
SRRSSRSSRSR,0.0
SRRSSRSSRSRL,0.0
SSR,3.4299606525665403
SSRR,3.4404642995320627
SSRRS,3.0
SSRRSL,1.1507487176901572
SSRRSLR,0.0
SSRRSLRS,0.0
SSRRSLRSL,0.0
SSRRSLRSLR,0.0
SSRRSLRSLRS,0.0
SSRRSLRSLRSL,0.0
SRRSSRSSRL,6.402319569675842e-15
SRRSSRSSRLS,0.0
SRRSSRSSRLSR,0.0
SRRLLRLLSR,1.0
SRRLLRLLSRR,0.0
SRRLLRLLSRRS,0.0
SRRLLRLLSSRS,0.0
SRRSSRSSRR,1.6020197986582543
SRRSSRSSRRL,1.6085888810148172
SRRSSRSSRRLL,0.6153846153846154
SRRSSL,3.0
SRRSSLS,3.0
SRRSSLSR,1.0
SRRSSLSRL,0.0
SRRSSLSRLR,0.0
SRRSSLSRLRL,0.0
SRRSSLSRLRLR,0.0
RRSRL,3.0
RRSRLS,0.9971568644801899
RRSRLSL,0.999949383103073
RRSRLSLR,0.9999997203486357
RRSRLSLRR,1.0
RRSRLSLRRL,1.0
RRSRLSLRRLR,0.016393442622950838
RRSRLSLRRLRR,0.0
SRRSSRSL,1.5625368881641297
SRRSSRSLL,1.568742043733193
SRRSSRSLLR,1.0
SRRSSRSLLRL,0.0
SRRSSRSLLRLS,0.0
LLSLRRSSLS,0.0005288207297726097
LLSLRRSSLSL,0.0
LLSLRRSSLSLL,0.0
LLRLRL,0.0
LLRLRLL,0.0
LLRLRLLR,0.0
LLRLRLLRS,0.0
LLRLRLLRSL,0.0
LLRLRLLRSLS,0.0
LLRLRLLRSLSL,0.0
RRSRSL,0.9845791038207279
RRSRSLR,1.0
RRSRSLRL,1.0
RRSRSLRLR,0.05959015501274206
RRSRSLRLRS,0.0
RRSRSLRLRSR,0.0
RRSRSLRLRSRR,0.016393442622950838
SRSLLSSRS,0.0
SRSLLSSRSR,0.0
SRSLLSSRSRR,0.0
SRSLLSSRSRRL,0.0
SRRSSRL,3.610405382070465
SRRSSRLL,0.08608549512063407
SRRSSRLLR,0.10370505110118781
SRRSSRLLRS,0.0
SRRSSRLLRSR,0.0
SRRSSRLLRSRS,0.0
RRSRSSRR,2.0
RRSRSSRRL,2.0
RRSRSSRRLL,1.0
RRSRSSRRLLR,0.0
RRSRSSRRLLRL,0.0
SRRSSLR,1.0
SRRSSLRR,0.01584836715763194
SRRSSLRRL,0.0
SRRSSLRRLS,0.0
SRRSSLRRLSS,0.0
SRRSSLRRLSSS,0.0
RRSRLSLRRLS,0.0
RRSRLSLRRLSR,0.0
LLSLRRSL,1.0000000000009077
LLSLRRSLL,1.0000000000000715
LLSLRRSLLS,1.0
LLSLRRSLLSR,0.0
LLSLRRSLLSRR,0.0
RRSRLSS,0.0
RRSRLSSR,0.0
RRSRLSSRL,0.0
RRSRLSSRLR,0.0
RRSRLSSRLRS,0.0
RRSRLSSRLRSL,0.0
LLSLRRSSLSLR,0.0
LLRLRRL,1.0163934425155867
LLRLRRLS,0.0007888964985132332
LLRLRRLSR,8.66919229135422e-06
LLRLRRLSRL,0.0
LLRLRRLSRLR,0.0
LLRLRRLSRLRR,0.0
SRRSLSRRSL,1.0
SRRSLSRRSLS,0.0
SRRSLSRRSLSR,0.0
SRRSLSRL,1.1133399573976874
SRRSLSRLL,1.1283292978209474
SRRSLSRLLR,1.0
SRRSLSRLLRS,0.0
SRRSLSRLLRSS,0.0
LRSSSSSL,0.0
LRSSSSSLL,0.0
LRSSSSSLLS,1.0
LRSSSSSLLSS,0.0
LRSSSSSLLSSR,0.0
RRL,5.518491241255989
RRLL,4.524030608527254
RRLLR,4.530419707470358
RRLLRS,1.9960390927840568
RRLLRSR,1.9998158077075454
RRLLRSRL,1.0
RRLLRSRLL,1.0
RRLLRSRLLR,1.0
RRLLRSRLLRR,0.0
RRLLRSRLLRRL,0.0
SRSS,3.0161263327251895
SRSSS,0.0
SRSSSL,0.0
SRSSSLL,0.0
SRSSSLLR,0.0
SRSSSLLRS,0.0
SRSSSLLRSR,0.0
SRSSSLLRSRR,0.0
SRSSSLLRSRRL,0.0
RRSRSSRSSSLR,0.0
SRRSSRLLRSRL,0.0
SRRSLSRRSSSR,0.13043478260869568
SRRSSLRRLL,0.0
SRRSSLRRLLS,0.0
SRRSSLRRLLSR,0.0
SSRRSLRSR,0.0
SSRRSLRSRL,0.0
SSRRSLRSRLL,0.0
SSRRSLRSRLLS,0.0
SRRSLSRRSLR,0.0
SRRSLSRRSLRL,0.0
LLSR,3.035542243360774
LLSRS,3.0434506309358684
LLSRSS,1.0
LLSRSSR,1.0
LLSRSSRL,1.0
LLSRSSRLL,1.0
LLSRSSRLLS,1.0
LLSRSSRLLSR,0.0
LLSRSSRLLSRS,0.0
SRRSLL,3.0
SRRSLLS,2.029792503750826
SRRSLLSR,4.541005485947456e-05
SRRSLLSRL,4.1281868054067774e-07
SRRSLLSRLS,0.0
SRRSLLSRLSR,0.0
SRRSLLSRLSRR,0.0
SSSL,0.0
SSSLS,0.0
SSSLSS,0.0
SSSLSSR,0.0
SSSLSSRL,0.0
SSSLSSRLS,0.0
SSSLSSRLSL,0.0
SSSLSSRLSLR,0.0
SSSLSSRLSLRL,0.0
SRRSLLSS,1.0384400157612321
SRRSLLSSL,1.0538782313562214
SRRSLLSSLS,1.0710558957297773
SRRSLLSSLSR,0.07648826366503911
SRRSLLSSLSRR,0.09090909090909094
SSRRL,3.450690107128089
SSRRLL,3.462227513874416
SSRRLLS,3.473305509670395
SSRRLLSS,0.0
SSRRLLSSR,0.0
SSRRLLSSRL,0.0
SSRRLLSSRLL,0.0
SSRRLLSSRLLS,0.0
SRRSLSL,1.1396273697992636
SRRSLSLR,1.1521419000368358
SRRSLSLRS,0.0
SRRSLSLRSR,0.0
SRRSLSLRSRL,0.0
SRRSLSLRSRLS,0.0
SRRSLSRRSSL,1.0
SRRSLSRRSSLS,0.0
RRLLRL,2.692947109190267e-10
RRLLRLR,5.821149175740948e-12
